Validated 2037 dialogues / 10029 turns / 80232 candidate generations
Imported 7841 successful turns; retained 1 errors
Saved successful turns: 7841; pending dialogues: 434
Saved dialogue=344 turn=4 status=error
Saved dialogue=1742 turn=4 status=success
Saved dialogue=1743 turn=0 status=success
Saved dialogue=1743 turn=1 status=success
Saved dialogue=1743 turn=2 status=success
Saved dialogue=1743 turn=3 status=success
Saved dialogue=1743 turn=4 status=success
Saved dialogue=1744 turn=0 status=success
Saved dialogue=1744 turn=1 status=success
Saved dialogue=1744 turn=2 status=success
Saved dialogue=1744 turn=3 status=success
Saved dialogue=1744 turn=4 status=success
Saved dialogue=1745 turn=0 status=success
Saved dialogue=1745 turn=1 status=success
Saved dialogue=1745 turn=2 status=success
Saved dialogue=1745 turn=3 status=success
Saved dialogue=1745 turn=4 status=success
Saved dialogue=1746 turn=0 status=success
Saved dialogue=1746 turn=1 status=success
Saved dialogue=1746 turn=2 status=success
Saved dialogue=1746 turn=3 status=success
Saved dialogue=1746 turn=4 status=success
Saved dialogue=1747 turn=0 status=success
Saved dialogue=1747 turn=1 status=success
Saved dialogue=1747 turn=2 status=success
Saved dialogue=1747 turn=3 status=success
Saved dialogue=1747 turn=4 status=success
Saved dialogue=1748 turn=0 status=success
Saved dialogue=1748 turn=1 status=success
Saved dialogue=1748 turn=2 status=success
Saved dialogue=1748 turn=3 status=success
Saved dialogue=1748 turn=4 status=success
Saved dialogue=1749 turn=0 status=success
Saved dialogue=1749 turn=1 status=success
Saved dialogue=1749 turn=2 status=success
Saved dialogue=1749 turn=3 status=success
Saved dialogue=1749 turn=4 status=success
Saved dialogue=1750 turn=0 status=success
Saved dialogue=1750 turn=1 status=success
Saved dialogue=1750 turn=2 status=success
Saved dialogue=1750 turn=3 status=success
Saved dialogue=1750 turn=4 status=success
Saved dialogue=1751 turn=0 status=success
Saved dialogue=1751 turn=1 status=success
Saved dialogue=1751 turn=2 status=success
Saved dialogue=1751 turn=3 status=success
Saved dialogue=1751 turn=4 status=success
Saved dialogue=1752 turn=0 status=success
Saved dialogue=1752 turn=1 status=success
Saved dialogue=1752 turn=2 status=success
Saved dialogue=1752 turn=3 status=success
Saved dialogue=1752 turn=4 status=success
Saved dialogue=1753 turn=0 status=success
Saved dialogue=1753 turn=1 status=success
Saved dialogue=1753 turn=2 status=success
Saved dialogue=1753 turn=3 status=success
Saved dialogue=1753 turn=4 status=success
Saved dialogue=1754 turn=0 status=success
Saved dialogue=1754 turn=1 status=success
Saved dialogue=1754 turn=2 status=success
Saved dialogue=1754 turn=3 status=success
Saved dialogue=1754 turn=4 status=success
Saved dialogue=1755 turn=0 status=success
Saved dialogue=1755 turn=1 status=success
Saved dialogue=1755 turn=2 status=success
Saved dialogue=1755 turn=3 status=success
Saved dialogue=1755 turn=4 status=success
Saved dialogue=1756 turn=0 status=success
Saved dialogue=1756 turn=1 status=success
Saved dialogue=1756 turn=2 status=success
Saved dialogue=1756 turn=3 status=success
Saved dialogue=1756 turn=4 status=success
Saved dialogue=1757 turn=0 status=success
Saved dialogue=1757 turn=1 status=success
Saved dialogue=1757 turn=2 status=success
Saved dialogue=1757 turn=3 status=success
Saved dialogue=1757 turn=4 status=success
Saved dialogue=1758 turn=0 status=success
Saved dialogue=1758 turn=1 status=success
Saved dialogue=1758 turn=2 status=success
Saved dialogue=1758 turn=3 status=success
Saved dialogue=1758 turn=4 status=success
Saved dialogue=1759 turn=0 status=success
Saved dialogue=1759 turn=1 status=success
Saved dialogue=1759 turn=2 status=success
Saved dialogue=1759 turn=3 status=success
Saved dialogue=1759 turn=4 status=success
Saved dialogue=1760 turn=0 status=success
Saved dialogue=1760 turn=1 status=success
Saved dialogue=1760 turn=2 status=success
Saved dialogue=1760 turn=3 status=success
Saved dialogue=1760 turn=4 status=success
Saved dialogue=1761 turn=0 status=success
Saved dialogue=1761 turn=1 status=success
Saved dialogue=1761 turn=2 status=success
Saved dialogue=1761 turn=3 status=success
Saved dialogue=1761 turn=4 status=success
Saved dialogue=1762 turn=0 status=success
Saved dialogue=1762 turn=1 status=success
Saved dialogue=1762 turn=2 status=success
Saved dialogue=1762 turn=3 status=success
Saved dialogue=1762 turn=4 status=success
Saved dialogue=1763 turn=0 status=success
Saved dialogue=1763 turn=1 status=success
Saved dialogue=1763 turn=2 status=success
Saved dialogue=1763 turn=3 status=success
Saved dialogue=1763 turn=4 status=success
Saved dialogue=1764 turn=0 status=success
Saved dialogue=1764 turn=1 status=success
Saved dialogue=1764 turn=2 status=success
Saved dialogue=1764 turn=3 status=success
Saved dialogue=1764 turn=4 status=success
Saved dialogue=1765 turn=0 status=success
Saved dialogue=1765 turn=1 status=success
Saved dialogue=1765 turn=2 status=success
Saved dialogue=1765 turn=3 status=success
Saved dialogue=1765 turn=4 status=success
Saved dialogue=1766 turn=0 status=success
Saved dialogue=1766 turn=1 status=success
Saved dialogue=1766 turn=2 status=success
Saved dialogue=1766 turn=3 status=success
Saved dialogue=1766 turn=4 status=success
Saved dialogue=1767 turn=0 status=success
Saved dialogue=1767 turn=1 status=success
Saved dialogue=1767 turn=2 status=success
Saved dialogue=1767 turn=3 status=success
Saved dialogue=1767 turn=4 status=success
Saved dialogue=1768 turn=0 status=success
Saved dialogue=1768 turn=1 status=success
Saved dialogue=1768 turn=2 status=success
Saved dialogue=1768 turn=3 status=success
Saved dialogue=1768 turn=4 status=success
Saved dialogue=1769 turn=0 status=success
Saved dialogue=1769 turn=1 status=success
Saved dialogue=1769 turn=2 status=success
Saved dialogue=1769 turn=3 status=success
Saved dialogue=1769 turn=4 status=success
Saved dialogue=1770 turn=0 status=success
Saved dialogue=1770 turn=1 status=success
Saved dialogue=1770 turn=2 status=success
Saved dialogue=1770 turn=3 status=success
Saved dialogue=1770 turn=4 status=success
Saved dialogue=1771 turn=0 status=success
Saved dialogue=1771 turn=1 status=success
Saved dialogue=1771 turn=2 status=success
Saved dialogue=1771 turn=3 status=success
Saved dialogue=1771 turn=4 status=success
Saved dialogue=1772 turn=0 status=success
Saved dialogue=1772 turn=1 status=success
Saved dialogue=1772 turn=2 status=success
Saved dialogue=1772 turn=3 status=success
Saved dialogue=1772 turn=4 status=success
Saved dialogue=1773 turn=0 status=success
Saved dialogue=1773 turn=1 status=success
Saved dialogue=1773 turn=2 status=success
Saved dialogue=1773 turn=3 status=success
Saved dialogue=1773 turn=4 status=success
Saved dialogue=1774 turn=0 status=success
Saved dialogue=1774 turn=1 status=success
Saved dialogue=1774 turn=2 status=success
Saved dialogue=1774 turn=3 status=success
Saved dialogue=1775 turn=0 status=success
Saved dialogue=1775 turn=1 status=success
Saved dialogue=1775 turn=2 status=success
Saved dialogue=1775 turn=3 status=success
Saved dialogue=1775 turn=4 status=success
Saved dialogue=1776 turn=0 status=success
Saved dialogue=1776 turn=1 status=success
Saved dialogue=1776 turn=2 status=success
Saved dialogue=1776 turn=3 status=success
Saved dialogue=1776 turn=4 status=success
Saved dialogue=1777 turn=0 status=success
Saved dialogue=1777 turn=1 status=success
Saved dialogue=1777 turn=2 status=success
Saved dialogue=1777 turn=3 status=success
Saved dialogue=1777 turn=4 status=success
Saved dialogue=1778 turn=0 status=success
Saved dialogue=1778 turn=1 status=success
Saved dialogue=1778 turn=2 status=success
Saved dialogue=1778 turn=3 status=success
Saved dialogue=1778 turn=4 status=success
Saved dialogue=1779 turn=0 status=success
Saved dialogue=1779 turn=1 status=success
Saved dialogue=1779 turn=2 status=success
Saved dialogue=1779 turn=3 status=success
Saved dialogue=1779 turn=4 status=success
Saved dialogue=1780 turn=0 status=success
Saved dialogue=1780 turn=1 status=success
Saved dialogue=1780 turn=2 status=success
Saved dialogue=1780 turn=3 status=success
Saved dialogue=1780 turn=4 status=success
Saved dialogue=1781 turn=0 status=success
Saved dialogue=1781 turn=1 status=success
Saved dialogue=1781 turn=2 status=success
Saved dialogue=1781 turn=3 status=success
Saved dialogue=1781 turn=4 status=success
Saved dialogue=1782 turn=0 status=success
Saved dialogue=1782 turn=1 status=success
Saved dialogue=1782 turn=2 status=success
Saved dialogue=1782 turn=3 status=success
Saved dialogue=1782 turn=4 status=success
Saved dialogue=1783 turn=0 status=success
Saved dialogue=1783 turn=1 status=success
Saved dialogue=1783 turn=2 status=success
Saved dialogue=1783 turn=3 status=success
Saved dialogue=1783 turn=4 status=success
Saved dialogue=1784 turn=0 status=success
Saved dialogue=1784 turn=1 status=success
Saved dialogue=1784 turn=2 status=success
Saved dialogue=1784 turn=3 status=success
Saved dialogue=1784 turn=4 status=success
Saved dialogue=1785 turn=0 status=success
Saved dialogue=1785 turn=1 status=success
Saved dialogue=1785 turn=2 status=success
Saved dialogue=1785 turn=3 status=success
Saved dialogue=1785 turn=4 status=success
Saved dialogue=1786 turn=0 status=success
Saved dialogue=1786 turn=1 status=success
Saved dialogue=1786 turn=2 status=success
Saved dialogue=1786 turn=3 status=success
Saved dialogue=1786 turn=4 status=success
Saved dialogue=1787 turn=0 status=success
Saved dialogue=1787 turn=1 status=success
Saved dialogue=1787 turn=2 status=success
Saved dialogue=1787 turn=3 status=success
Saved dialogue=1787 turn=4 status=success
Saved dialogue=1788 turn=0 status=success
Saved dialogue=1788 turn=1 status=success
Saved dialogue=1788 turn=2 status=success
Saved dialogue=1788 turn=3 status=success
Saved dialogue=1788 turn=4 status=success
Saved dialogue=1789 turn=0 status=success
Saved dialogue=1789 turn=1 status=success
Saved dialogue=1789 turn=2 status=success
Saved dialogue=1789 turn=3 status=success
Saved dialogue=1789 turn=4 status=success
Saved dialogue=1790 turn=0 status=success
Saved dialogue=1790 turn=1 status=success
Saved dialogue=1790 turn=2 status=success
Saved dialogue=1790 turn=3 status=success
Saved dialogue=1790 turn=4 status=success
Saved dialogue=1791 turn=0 status=success
Saved dialogue=1791 turn=1 status=success
Saved dialogue=1791 turn=2 status=success
Saved dialogue=1791 turn=3 status=success
Saved dialogue=1791 turn=4 status=success
Saved dialogue=1792 turn=0 status=success
Saved dialogue=1792 turn=1 status=success
Saved dialogue=1792 turn=2 status=success
Saved dialogue=1792 turn=3 status=success
Saved dialogue=1792 turn=4 status=success
Saved dialogue=1793 turn=0 status=success
Saved dialogue=1793 turn=1 status=success
Saved dialogue=1793 turn=2 status=success
Saved dialogue=1793 turn=3 status=success
Saved dialogue=1793 turn=4 status=success
Saved dialogue=1794 turn=0 status=success
Saved dialogue=1794 turn=1 status=success
Saved dialogue=1794 turn=2 status=success
Saved dialogue=1794 turn=3 status=success
Saved dialogue=1794 turn=4 status=success
Saved dialogue=1795 turn=0 status=success
Saved dialogue=1795 turn=1 status=success
Saved dialogue=1795 turn=2 status=success
Saved dialogue=1795 turn=3 status=success
Saved dialogue=1795 turn=4 status=success
Saved dialogue=1795 turn=5 status=success
Saved dialogue=1796 turn=0 status=success
Saved dialogue=1796 turn=1 status=success
Saved dialogue=1796 turn=2 status=success
Saved dialogue=1796 turn=3 status=success
Saved dialogue=1796 turn=4 status=success
Saved dialogue=1796 turn=5 status=success
Saved dialogue=1797 turn=0 status=success
Saved dialogue=1797 turn=1 status=success
Saved dialogue=1797 turn=2 status=success
Saved dialogue=1797 turn=3 status=success
Saved dialogue=1797 turn=4 status=success
Saved dialogue=1797 turn=5 status=success
Saved dialogue=1797 turn=6 status=success
Saved dialogue=1797 turn=7 status=success
Saved dialogue=1797 turn=8 status=success
Saved dialogue=1798 turn=0 status=success
Saved dialogue=1798 turn=1 status=success
Saved dialogue=1798 turn=2 status=success
Saved dialogue=1798 turn=3 status=success
Saved dialogue=1798 turn=4 status=success
Saved dialogue=1799 turn=0 status=success
Saved dialogue=1799 turn=1 status=success
Saved dialogue=1799 turn=2 status=success
Saved dialogue=1799 turn=3 status=success
Saved dialogue=1799 turn=4 status=success
Saved dialogue=1800 turn=0 status=success
Saved dialogue=1800 turn=1 status=success
Saved dialogue=1800 turn=2 status=success
Saved dialogue=1800 turn=3 status=success
Saved dialogue=1800 turn=4 status=success
Saved dialogue=1801 turn=0 status=success
Saved dialogue=1801 turn=1 status=success
Saved dialogue=1801 turn=2 status=success
Saved dialogue=1801 turn=3 status=success
Saved dialogue=1801 turn=4 status=success
Saved dialogue=1801 turn=5 status=success
Saved dialogue=1801 turn=6 status=success
Saved dialogue=1801 turn=7 status=success
Saved dialogue=1801 turn=8 status=success
Saved dialogue=1802 turn=0 status=success
Saved dialogue=1802 turn=1 status=success
Saved dialogue=1802 turn=2 status=success
Saved dialogue=1802 turn=3 status=success
Saved dialogue=1802 turn=4 status=success
Saved dialogue=1803 turn=0 status=success
Saved dialogue=1803 turn=1 status=success
Saved dialogue=1803 turn=2 status=success
Saved dialogue=1803 turn=3 status=success
Saved dialogue=1803 turn=4 status=success
Saved dialogue=1804 turn=0 status=success
Saved dialogue=1804 turn=1 status=success
Saved dialogue=1804 turn=2 status=success
Saved dialogue=1804 turn=3 status=success
Saved dialogue=1804 turn=4 status=success
Saved dialogue=1805 turn=0 status=success
Saved dialogue=1805 turn=1 status=success
Saved dialogue=1805 turn=2 status=success
Saved dialogue=1805 turn=3 status=success
Saved dialogue=1805 turn=4 status=success
Saved dialogue=1806 turn=0 status=success
Saved dialogue=1806 turn=1 status=success
Saved dialogue=1806 turn=2 status=success
Saved dialogue=1806 turn=3 status=success
Saved dialogue=1806 turn=4 status=success
Saved dialogue=1806 turn=5 status=success
Saved dialogue=1807 turn=0 status=success
Saved dialogue=1807 turn=1 status=success
Saved dialogue=1807 turn=2 status=success
Saved dialogue=1807 turn=3 status=success
Saved dialogue=1807 turn=4 status=success
Saved dialogue=1808 turn=0 status=success
Saved dialogue=1808 turn=1 status=success
Saved dialogue=1808 turn=2 status=success
Saved dialogue=1808 turn=3 status=success
Saved dialogue=1808 turn=4 status=success
Saved dialogue=1809 turn=0 status=success
Saved dialogue=1809 turn=1 status=success
Saved dialogue=1809 turn=2 status=success
Saved dialogue=1809 turn=3 status=success
Saved dialogue=1809 turn=4 status=success
Saved dialogue=1810 turn=0 status=success
Saved dialogue=1810 turn=1 status=success
Saved dialogue=1810 turn=2 status=success
Saved dialogue=1810 turn=3 status=success
Saved dialogue=1810 turn=4 status=success
Saved dialogue=1811 turn=0 status=success
Saved dialogue=1811 turn=1 status=success
Saved dialogue=1811 turn=2 status=success
Saved dialogue=1811 turn=3 status=success
Saved dialogue=1811 turn=4 status=success
Saved dialogue=1812 turn=0 status=success
Saved dialogue=1812 turn=1 status=success
Saved dialogue=1812 turn=2 status=success
Saved dialogue=1812 turn=3 status=success
Saved dialogue=1812 turn=4 status=success
Saved dialogue=1813 turn=0 status=success
Saved dialogue=1813 turn=1 status=success
Saved dialogue=1813 turn=2 status=success
Saved dialogue=1813 turn=3 status=success
Saved dialogue=1813 turn=4 status=success
Saved dialogue=1814 turn=0 status=success
Saved dialogue=1814 turn=1 status=success
Saved dialogue=1814 turn=2 status=success
Saved dialogue=1814 turn=3 status=success
Saved dialogue=1814 turn=4 status=success
Saved dialogue=1815 turn=0 status=success
Saved dialogue=1815 turn=1 status=success
Saved dialogue=1815 turn=2 status=success
Saved dialogue=1815 turn=3 status=success
Saved dialogue=1815 turn=4 status=success
Saved dialogue=1816 turn=0 status=success
Saved dialogue=1816 turn=1 status=success
Saved dialogue=1816 turn=2 status=success
Saved dialogue=1816 turn=3 status=success
Saved dialogue=1816 turn=4 status=success
Saved dialogue=1817 turn=0 status=success
Saved dialogue=1817 turn=1 status=success
Saved dialogue=1817 turn=2 status=success
Saved dialogue=1817 turn=3 status=success
Saved dialogue=1817 turn=4 status=success
Saved dialogue=1818 turn=0 status=success
Saved dialogue=1818 turn=1 status=success
Saved dialogue=1818 turn=2 status=success
Saved dialogue=1818 turn=3 status=success
Saved dialogue=1818 turn=4 status=success
Saved dialogue=1819 turn=0 status=success
Saved dialogue=1819 turn=1 status=success
Saved dialogue=1819 turn=2 status=success
Saved dialogue=1819 turn=3 status=success
Saved dialogue=1819 turn=4 status=success
Saved dialogue=1820 turn=0 status=success
Saved dialogue=1820 turn=1 status=success
Saved dialogue=1820 turn=2 status=success
Saved dialogue=1820 turn=3 status=success
Saved dialogue=1820 turn=4 status=success
Saved dialogue=1821 turn=0 status=success
Saved dialogue=1821 turn=1 status=success
Saved dialogue=1821 turn=2 status=success
Saved dialogue=1821 turn=3 status=success
Saved dialogue=1821 turn=4 status=success
Saved dialogue=1822 turn=0 status=success
Saved dialogue=1822 turn=1 status=success
Saved dialogue=1822 turn=2 status=success
Saved dialogue=1822 turn=3 status=success
Saved dialogue=1822 turn=4 status=success
Saved dialogue=1823 turn=0 status=success
Saved dialogue=1823 turn=1 status=success
Saved dialogue=1823 turn=2 status=success
Saved dialogue=1823 turn=3 status=success
Saved dialogue=1823 turn=4 status=success
Saved dialogue=1823 turn=5 status=success
Saved dialogue=1824 turn=0 status=success
Saved dialogue=1824 turn=1 status=success
Saved dialogue=1824 turn=2 status=success
Saved dialogue=1824 turn=3 status=success
Saved dialogue=1824 turn=4 status=success
Saved dialogue=1824 turn=5 status=success
Saved dialogue=1825 turn=0 status=success
Saved dialogue=1825 turn=1 status=success
Saved dialogue=1825 turn=2 status=success
Saved dialogue=1825 turn=3 status=success
Saved dialogue=1825 turn=4 status=success
Saved dialogue=1825 turn=5 status=success
Saved dialogue=1825 turn=6 status=success
Saved dialogue=1826 turn=0 status=success
Saved dialogue=1826 turn=1 status=success
Saved dialogue=1826 turn=2 status=success
Saved dialogue=1826 turn=3 status=success
Saved dialogue=1826 turn=4 status=success
Saved dialogue=1827 turn=0 status=success
Saved dialogue=1827 turn=1 status=success
Saved dialogue=1827 turn=2 status=success
Saved dialogue=1827 turn=3 status=success
Saved dialogue=1827 turn=4 status=success
Saved dialogue=1828 turn=0 status=success
Saved dialogue=1828 turn=1 status=success
Saved dialogue=1828 turn=2 status=success
Saved dialogue=1828 turn=3 status=success
Saved dialogue=1828 turn=4 status=success
Saved dialogue=1829 turn=0 status=success
Saved dialogue=1829 turn=1 status=success
Saved dialogue=1829 turn=2 status=success
Saved dialogue=1829 turn=3 status=success
Saved dialogue=1829 turn=4 status=success
Saved dialogue=1830 turn=0 status=success
Saved dialogue=1830 turn=1 status=success
Saved dialogue=1830 turn=2 status=success
Saved dialogue=1830 turn=3 status=success
Saved dialogue=1830 turn=4 status=success
Saved dialogue=1831 turn=0 status=success
Saved dialogue=1831 turn=1 status=success
Saved dialogue=1831 turn=2 status=success
Saved dialogue=1831 turn=3 status=success
Saved dialogue=1831 turn=4 status=success
Saved dialogue=1832 turn=0 status=success
Saved dialogue=1832 turn=1 status=success
Saved dialogue=1832 turn=2 status=success
Saved dialogue=1832 turn=3 status=success
Saved dialogue=1832 turn=4 status=success
Saved dialogue=1833 turn=0 status=success
Saved dialogue=1833 turn=1 status=success
Saved dialogue=1833 turn=2 status=success
Saved dialogue=1833 turn=3 status=success
Saved dialogue=1833 turn=4 status=success
Saved dialogue=1834 turn=0 status=success
Saved dialogue=1834 turn=1 status=success
Saved dialogue=1834 turn=2 status=success
Saved dialogue=1834 turn=3 status=success
Saved dialogue=1834 turn=4 status=success
Saved dialogue=1835 turn=0 status=success
Saved dialogue=1835 turn=1 status=success
Saved dialogue=1835 turn=2 status=success
Saved dialogue=1835 turn=3 status=success
Saved dialogue=1835 turn=4 status=success
Saved dialogue=1836 turn=0 status=success
Saved dialogue=1836 turn=1 status=success
Saved dialogue=1836 turn=2 status=success
Saved dialogue=1836 turn=3 status=success
Saved dialogue=1836 turn=4 status=success
Saved dialogue=1837 turn=0 status=success
Saved dialogue=1837 turn=1 status=success
Saved dialogue=1837 turn=2 status=success
Saved dialogue=1837 turn=3 status=success
Saved dialogue=1837 turn=4 status=success
Saved dialogue=1838 turn=0 status=success
Saved dialogue=1838 turn=1 status=success
Saved dialogue=1838 turn=2 status=success
Saved dialogue=1838 turn=3 status=success
Saved dialogue=1838 turn=4 status=success
Saved dialogue=1839 turn=0 status=success
Saved dialogue=1839 turn=1 status=success
Saved dialogue=1839 turn=2 status=success
Saved dialogue=1839 turn=3 status=success
Saved dialogue=1839 turn=4 status=success
Saved dialogue=1840 turn=0 status=success
Saved dialogue=1840 turn=1 status=success
Saved dialogue=1840 turn=2 status=success
Saved dialogue=1840 turn=3 status=success
Saved dialogue=1840 turn=4 status=success
Saved dialogue=1841 turn=0 status=success
Saved dialogue=1841 turn=1 status=success
Saved dialogue=1841 turn=2 status=success
Saved dialogue=1841 turn=3 status=success
Saved dialogue=1842 turn=0 status=success
Saved dialogue=1842 turn=1 status=success
Saved dialogue=1842 turn=2 status=success
Saved dialogue=1842 turn=3 status=success
Saved dialogue=1842 turn=4 status=success
Saved dialogue=1843 turn=0 status=success
Saved dialogue=1843 turn=1 status=success
Saved dialogue=1843 turn=2 status=success
Saved dialogue=1843 turn=3 status=success
Saved dialogue=1843 turn=4 status=success
Saved dialogue=1844 turn=0 status=success
Saved dialogue=1844 turn=1 status=success
Saved dialogue=1844 turn=2 status=success
Saved dialogue=1844 turn=3 status=success
Saved dialogue=1844 turn=4 status=success
Saved dialogue=1845 turn=0 status=success
Saved dialogue=1845 turn=1 status=success
Saved dialogue=1845 turn=2 status=success
Saved dialogue=1845 turn=3 status=success
Saved dialogue=1845 turn=4 status=success
Saved dialogue=1846 turn=0 status=success
Saved dialogue=1846 turn=1 status=success
Saved dialogue=1846 turn=2 status=success
Saved dialogue=1846 turn=3 status=success
Saved dialogue=1846 turn=4 status=success
Saved dialogue=1847 turn=0 status=success
Saved dialogue=1847 turn=1 status=success
Saved dialogue=1847 turn=2 status=success
Saved dialogue=1847 turn=3 status=success
Saved dialogue=1847 turn=4 status=success
Saved dialogue=1848 turn=0 status=success
Saved dialogue=1848 turn=1 status=success
Saved dialogue=1848 turn=2 status=success
Saved dialogue=1848 turn=3 status=success
Saved dialogue=1848 turn=4 status=success
Saved dialogue=1849 turn=0 status=success
Saved dialogue=1849 turn=1 status=success
Saved dialogue=1849 turn=2 status=success
Saved dialogue=1849 turn=3 status=success
Saved dialogue=1849 turn=4 status=success
Saved dialogue=1850 turn=0 status=success
Saved dialogue=1850 turn=1 status=success
Saved dialogue=1850 turn=2 status=success
Saved dialogue=1850 turn=3 status=success
Saved dialogue=1850 turn=4 status=success
Saved dialogue=1851 turn=0 status=success
Saved dialogue=1851 turn=1 status=success
Saved dialogue=1851 turn=2 status=success
Saved dialogue=1851 turn=3 status=success
Saved dialogue=1851 turn=4 status=success
Saved dialogue=1852 turn=0 status=success
Saved dialogue=1852 turn=1 status=success
Saved dialogue=1852 turn=2 status=success
Saved dialogue=1852 turn=3 status=success
Saved dialogue=1852 turn=4 status=success
Saved dialogue=1853 turn=0 status=success
Saved dialogue=1853 turn=1 status=success
Saved dialogue=1853 turn=2 status=success
Saved dialogue=1853 turn=3 status=success
Saved dialogue=1854 turn=0 status=success
Saved dialogue=1854 turn=1 status=success
Saved dialogue=1854 turn=2 status=success
Saved dialogue=1854 turn=3 status=success
Saved dialogue=1854 turn=4 status=success
Saved dialogue=1855 turn=0 status=success
Saved dialogue=1855 turn=1 status=success
Saved dialogue=1855 turn=2 status=success
Saved dialogue=1855 turn=3 status=success
Saved dialogue=1855 turn=4 status=success
Saved dialogue=1856 turn=0 status=success
Saved dialogue=1856 turn=1 status=success
Saved dialogue=1856 turn=2 status=success
Saved dialogue=1856 turn=3 status=success
Saved dialogue=1856 turn=4 status=success
Saved dialogue=1857 turn=0 status=success
Saved dialogue=1857 turn=1 status=success
Saved dialogue=1857 turn=2 status=success
Saved dialogue=1857 turn=3 status=success
Saved dialogue=1857 turn=4 status=success
Saved dialogue=1858 turn=0 status=success
Saved dialogue=1858 turn=1 status=success
Saved dialogue=1858 turn=2 status=success
Saved dialogue=1858 turn=3 status=success
Saved dialogue=1858 turn=4 status=success
Saved dialogue=1859 turn=0 status=success
Saved dialogue=1859 turn=1 status=success
Saved dialogue=1859 turn=2 status=success
Saved dialogue=1859 turn=3 status=success
Saved dialogue=1859 turn=4 status=success
Saved dialogue=1860 turn=0 status=success
Saved dialogue=1860 turn=1 status=success
Saved dialogue=1860 turn=2 status=success
Saved dialogue=1860 turn=3 status=success
Saved dialogue=1860 turn=4 status=success
Saved dialogue=1861 turn=0 status=success
Saved dialogue=1861 turn=1 status=success
Saved dialogue=1861 turn=2 status=success
Saved dialogue=1861 turn=3 status=success
Saved dialogue=1861 turn=4 status=success
Saved dialogue=1862 turn=0 status=success
Saved dialogue=1862 turn=1 status=success
Saved dialogue=1862 turn=2 status=success
Saved dialogue=1862 turn=3 status=success
Saved dialogue=1862 turn=4 status=success
Saved dialogue=1863 turn=0 status=success
Saved dialogue=1863 turn=1 status=success
Saved dialogue=1863 turn=2 status=success
Saved dialogue=1863 turn=3 status=success
Saved dialogue=1863 turn=4 status=success
Saved dialogue=1864 turn=0 status=success
Saved dialogue=1864 turn=1 status=success
Saved dialogue=1864 turn=2 status=success
Saved dialogue=1864 turn=3 status=success
Saved dialogue=1864 turn=4 status=success
Saved dialogue=1864 turn=5 status=success
Saved dialogue=1865 turn=0 status=success
Saved dialogue=1865 turn=1 status=success
Saved dialogue=1865 turn=2 status=success
Saved dialogue=1865 turn=3 status=success
Saved dialogue=1865 turn=4 status=success
Saved dialogue=1866 turn=0 status=success
Saved dialogue=1866 turn=1 status=success
Saved dialogue=1866 turn=2 status=success
Saved dialogue=1866 turn=3 status=success
Saved dialogue=1866 turn=4 status=success
Saved dialogue=1867 turn=0 status=success
Saved dialogue=1867 turn=1 status=success
Saved dialogue=1867 turn=2 status=success
Saved dialogue=1867 turn=3 status=success
Saved dialogue=1867 turn=4 status=success
Saved dialogue=1868 turn=0 status=success
Saved dialogue=1868 turn=1 status=success
Saved dialogue=1868 turn=2 status=success
Saved dialogue=1868 turn=3 status=success
Saved dialogue=1868 turn=4 status=success
Saved dialogue=1869 turn=0 status=success
Saved dialogue=1869 turn=1 status=success
Saved dialogue=1869 turn=2 status=success
Saved dialogue=1869 turn=3 status=success
Saved dialogue=1869 turn=4 status=success
Saved dialogue=1869 turn=5 status=success
Saved dialogue=1870 turn=0 status=success
Saved dialogue=1870 turn=1 status=success
Saved dialogue=1870 turn=2 status=success
Saved dialogue=1870 turn=3 status=success
Saved dialogue=1870 turn=4 status=success
Saved dialogue=1871 turn=0 status=success
Saved dialogue=1871 turn=1 status=success
Saved dialogue=1871 turn=2 status=success
Saved dialogue=1871 turn=3 status=success
Saved dialogue=1871 turn=4 status=success
Saved dialogue=1872 turn=0 status=success
Saved dialogue=1872 turn=1 status=success
Saved dialogue=1872 turn=2 status=success
Saved dialogue=1872 turn=3 status=success
Saved dialogue=1872 turn=4 status=success
Saved dialogue=1873 turn=0 status=success
Saved dialogue=1873 turn=1 status=success
Saved dialogue=1873 turn=2 status=success
Saved dialogue=1873 turn=3 status=success
Saved dialogue=1873 turn=4 status=success
Saved dialogue=1874 turn=0 status=success
Saved dialogue=1874 turn=1 status=success
Saved dialogue=1874 turn=2 status=success
Saved dialogue=1874 turn=3 status=success
Saved dialogue=1874 turn=4 status=success
Saved dialogue=1875 turn=0 status=success
Saved dialogue=1875 turn=1 status=success
Saved dialogue=1875 turn=2 status=success
Saved dialogue=1875 turn=3 status=success
Saved dialogue=1875 turn=4 status=success
Saved dialogue=1876 turn=0 status=success
Saved dialogue=1876 turn=1 status=success
Saved dialogue=1876 turn=2 status=success
Saved dialogue=1876 turn=3 status=success
Saved dialogue=1876 turn=4 status=success
Saved dialogue=1877 turn=0 status=success
Saved dialogue=1877 turn=1 status=success
Saved dialogue=1877 turn=2 status=success
Saved dialogue=1877 turn=3 status=success
Saved dialogue=1877 turn=4 status=success
Saved dialogue=1878 turn=0 status=success
Saved dialogue=1878 turn=1 status=success
Saved dialogue=1878 turn=2 status=success
Saved dialogue=1878 turn=3 status=success
Saved dialogue=1878 turn=4 status=success
